licitacao_id,municipio,ano,objeto,valor_contrato,modalidade,empresa_vencedora,cnpj_vencedora,socio_principal,endereco_empresa,numero_participantes,status
LIC-02006,Município 152,2022,Material didático,365221.51,Pregão,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Em execução
LIC-02007,Município 153,2020,Reforma de UBS,142139.81,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Concluído
LIC-02008,Município 153,2020,Transporte escolar,58915.66,Tomada de Preços,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",8,Concluído
LIC-02009,Município 153,2022,Transporte escolar,144911.27,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",7,Concluído
LIC-02010,Município 153,2021,Serviços de consultoria,275414.88,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",7,Concluído
LIC-02011,Município 153,2022,Manutenção predial,389297.64,Pregão,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",7,Atrasado
LIC-02012,Município 153,2022,Aquisição de equipamentos,181540.96,Dispensa,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",5,Concluído
LIC-02013,Município 153,2020,Construção de escola,266051.93,Concorrência,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",4,Concluído
LIC-02014,Município 153,2020,Manutenção predial,196682.25,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",5,Atrasado
LIC-02015,Município 153,2021,Reforma de UBS,48117.78,Tomada de Preços,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",8,Concluído
LIC-02016,Município 153,2023,Fornecimento de merenda,298280.99,Dispensa,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",8,Em execução
LIC-02017,Município 153,2023,Transporte escolar,57855.97,Pregão,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",5,Atrasado
LIC-02018,Município 153,2023,Transporte escolar,30000.0,Tomada de Preços,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",3,Em execução
LIC-02019,Município 153,2023,Transporte escolar,457432.36,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Concluído
LIC-02020,Município 154,2020,Construção de escola,119538.83,Dispensa,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",7,Concluído
LIC-02021,Município 154,2020,Manutenção predial,108182.96,Dispensa,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",8,Concluído
LIC-02022,Município 154,2022,Serviços de consultoria,223140.48,Pregão,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Concluído
LIC-02023,Município 154,2022,Material didático,214280.52,Tomada de Preços,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",3,Concluído
LIC-02024,Município 154,2021,Limpeza urbana,349368.42,Tomada de Preços,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",7,Atrasado
LIC-02025,Município 154,2022,Transporte escolar,195901.99,Dispensa,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",8,Concluído
LIC-02026,Município 154,2023,Serviços de consultoria,115576.52,Dispensa,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Em execução
LIC-02027,Município 154,2020,Fornecimento de merenda,137740.37,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",5,Em execução
LIC-02028,Município 155,2022,Aquisição de equipamentos,180750.95,Tomada de Preços,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",3,Concluído
LIC-02029,Município 155,2022,Fornecimento de merenda,161322.07,Dispensa,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",5,Em execução
LIC-02030,Município 155,2023,Serviços de consultoria,166197.17,Pregão,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",5,Em execução
LIC-02031,Município 155,2020,Reforma de UBS,274991.12,Concorrência,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",5,Concluído
LIC-02032,Município 155,2023,Transporte escolar,298787.15,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Concluído
LIC-02033,Município 155,2023,Construção de escola,215688.2,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",8,Concluído
LIC-02034,Município 155,2020,Transporte escolar,269663.91,Pregão,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",8,Atrasado
LIC-02035,Município 155,2023,Aquisição de equipamentos,272130.54,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",4,Concluído
LIC-02036,Município 156,2022,Fornecimento de merenda,316914.34,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",4,Concluído
LIC-02037,Município 156,2022,Limpeza urbana,248896.53,Dispensa,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",3,Concluído
LIC-02038,Município 156,2022,Pavimentação de via,276021.31,Tomada de Preços,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Concluído
LIC-02039,Município 156,2021,Limpeza urbana,171783.57,Tomada de Preços,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",5,Concluído
LIC-02040,Município 156,2023,Construção de escola,113564.26,Concorrência,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",4,Em execução
LIC-02041,Município 156,2022,Reforma de UBS,164574.68,Dispensa,Empresa Norte Serviços,50.268.263/0001-52,Sócio 18,"Rua 18, 336",6,Concluído
LIC-02042,Município 157,2021,Material didático,113453.57,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",6,Em execução
LIC-02043,Município 157,2021,Serviços de consultoria,30000.0,Pregão,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",6,Concluído
LIC-02044,Município 157,2020,Reforma de UBS,230306.33,Tomada de Preços,Empresa Norte Serviços,24.190.275/0001-25,Sócio 9,"Rua 9, 62",3,Atrasado
LIC-02045,Município 157,2023,Limpeza urbana,167701.61,Tomada de Preços,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",4,Concluído
LIC-02046,Município 157,2022,Reforma de UBS,263090.03,Concorrência,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",5,Atrasado
LIC-02047,Município 157,2021,Pavimentação de via,257095.32,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",7,Concluído
LIC-02048,Município 157,2021,Serviços de consultoria,323426.57,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",5,Em execução
LIC-02049,Município 157,2023,Aquisição de equipamentos,145733.12,Pregão,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",5,Em execução
LIC-02050,Município 157,2022,Limpeza urbana,62327.34,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Concluído
LIC-02051,Município 157,2022,Reforma de UBS,353648.64,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",3,Em execução
LIC-02052,Município 157,2021,Serviços de consultoria,341535.0,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Concluído
LIC-02053,Município 157,2022,Limpeza urbana,38789.04,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",7,Concluído
LIC-02054,Município 157,2021,Manutenção predial,322127.19,Dispensa,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",8,Concluído
LIC-02055,Município 157,2021,Serviços de consultoria,241196.97,Pregão,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",6,Concluído
LIC-02056,Município 157,2023,Construção de escola,322534.2,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Em execução
LIC-02057,Município 157,2021,Construção de escola,239882.85,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",6,Concluído
LIC-02058,Município 157,2020,Pavimentação de via,136418.66,Dispensa,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",7,Concluído
LIC-02059,Município 157,2020,Limpeza urbana,142667.47,Dispensa,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",4,Concluído
LIC-02060,Município 158,2022,Serviços de consultoria,319562.17,Dispensa,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",4,Em execução
LIC-02061,Município 158,2021,Pavimentação de via,210824.1,Pregão,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",6,Atrasado
LIC-02062,Município 158,2021,Material didático,342728.39,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Em execução
LIC-02063,Município 158,2023,Aquisição de equipamentos,295604.79,Dispensa,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",8,Concluído
LIC-02064,Município 158,2022,Construção de escola,172560.89,Dispensa,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",3,Em execução
LIC-02065,Município 158,2023,Manutenção predial,338046.18,Pregão,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",3,Atrasado
LIC-02066,Município 158,2022,Limpeza urbana,45010.4,Tomada de Preços,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",5,Em execução
LIC-02067,Município 158,2022,Aquisição de equipamentos,106569.95,Pregão,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",6,Concluído
LIC-02068,Município 158,2023,Aquisição de equipamentos,179813.45,Pregão,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",7,Atrasado
LIC-02069,Município 159,2022,Reforma de UBS,167841.48,Tomada de Preços,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",3,Em execução
LIC-02070,Município 159,2020,Serviços de consultoria,30000.0,Tomada de Preços,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",3,Concluído
LIC-02071,Município 159,2022,Transporte escolar,69166.6,Pregão,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",3,Atrasado
LIC-02072,Município 159,2023,Limpeza urbana,224593.49,Pregão,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",6,Atrasado
LIC-02073,Município 159,2023,Pavimentação de via,196079.29,Tomada de Preços,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",8,Concluído
LIC-02074,Município 159,2022,Reforma de UBS,106267.48,Concorrência,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",8,Em execução
LIC-02075,Município 159,2022,Serviços de consultoria,305426.37,Concorrência,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",5,Concluído
LIC-02076,Município 159,2023,Transporte escolar,206947.65,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",6,Atrasado
LIC-02077,Município 160,2022,Construção de escola,205005.63,Tomada de Preços,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",5,Atrasado
LIC-02078,Município 160,2023,Material didático,227878.55,Pregão,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",8,Concluído
LIC-02079,Município 160,2021,Transporte escolar,201959.68,Pregão,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",4,Atrasado
LIC-02080,Município 160,2021,Pavimentação de via,333365.75,Tomada de Preços,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",3,Concluído
LIC-02081,Município 160,2023,Construção de escola,205642.0,Concorrência,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",6,Concluído
LIC-02082,Município 160,2021,Material didático,233958.92,Concorrência,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",3,Concluído
LIC-02083,Município 160,2021,Limpeza urbana,118239.53,Concorrência,Empresa Rio Serviços,11.275.924/0001-68,Sócio 28,"Rua 28, 181",8,Concluído
LIC-02084,Município 160,2022,Serviços de consultoria,145561.54,Pregão,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",5,Concluído
LIC-02085,Município 160,2020,Aquisição de equipamentos,132334.05,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",6,Concluído
LIC-02086,Município 160,2021,Construção de escola,210102.86,Tomada de Preços,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",4,Concluído
LIC-02087,Município 160,2020,Reforma de UBS,96323.69,Pregão,Empresa Norte Serviços,31.474.506/0001-24,Sócio 5,"Rua 5, 60",8,Atrasado
LIC-02088,Município 161,2023,Serviços de consultoria,261188.69,Pregão,Empresa Rio Construções,25.670.464/0001-44,Sócio 30,"Rua 30, 412",7,Em execução
LIC-02089,Município 161,2021,Reforma de UBS,281571.55,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",8,Atrasado
LIC-02090,Município 161,2023,Material didático,55627.86,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",3,Concluído
LIC-02091,Município 161,2022,Reforma de UBS,167296.15,Dispensa,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",7,Concluído
LIC-02092,Município 161,2022,Construção de escola,228611.26,Concorrência,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",4,Em execução
LIC-02093,Município 161,2022,Transporte escolar,322761.02,Dispensa,Empresa Sul Serviços,92.344.537/0001-98,Sócio 12,"Rua 12, 9",5,Em execução
LIC-02094,Município 161,2021,Fornecimento de merenda,206767.46,Dispensa,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",5,Atrasado
LIC-02095,Município 161,2023,Serviços de consultoria,308515.7,Dispensa,Empresa Rio Serviços,88.129.401/0001-61,Sócio 10,"Rua 10, 138",6,Concluído
LIC-02096,Município 161,2022,Reforma de UBS,146825.76,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",4,Concluído
LIC-02097,Município 161,2021,Limpeza urbana,111260.04,Concorrência,Empresa Terra Serviços,30.650.774/0001-26,Sócio 22,"Rua 22, 417",8,Concluído
LIC-02098,Município 161,2022,Fornecimento de merenda,351376.37,Concorrência,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",4,Atrasado
LIC-02099,Município 162,2020,Construção de escola,267920.33,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",3,Em execução
LIC-02100,Município 162,2023,Limpeza urbana,172022.19,Tomada de Preços,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",3,Concluído
LIC-02101,Município 162,2023,Manutenção predial,293035.67,Concorrência,Empresa Norte Construções,61.392.872/0001-32,Sócio 26,"Rua 26, 482",8,Concluído
LIC-02102,Município 162,2020,Reforma de UBS,176882.14,Tomada de Preços,Empresa Rio Engenharia,67.661.934/0001-15,Sócio 8,"Rua 8, 448",3,Concluído
LIC-02103,Município 162,2020,Manutenção predial,368011.03,Dispensa,Empresa Norte Serviços,50.167.643/0001-35,Sócio 13,"Rua 13, 490",5,Atrasado
LIC-02104,Município 162,2021,Serviços de consultoria,202204.24,Tomada de Preços,Empresa Terra Serviços,23.792.495/0001-94,Sócio 27,"Rua 27, 182",5,Atrasado
LIC-02105,Município 162,2023,Fornecimento de merenda,332492.9,Tomada de Preços,Empresa Norte Engenharia,85.387.857/0001-56,Sócio 3,"Rua 3, 415",8,Concluído
LIC-02106,Município 162,2022,Reforma de UBS,211822.6,Concorrência,Empresa Mar Soluções,51.161.687/0001-86,Sócio 4,"Rua 4, 419",7,Concluído
LIC-02107,Município 162,2021,Fornecimento de merenda,205086.64,Tomada de Preços,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",4,Atrasado
LIC-02108,Município 163,2021,Transporte escolar,245660.74,Tomada de Preços,Empresa Mar Engenharia,38.329.904/0001-66,Sócio 20,"Rua 20, 228",8,Concluído
LIC-02109,Município 163,2021,Manutenção predial,215280.6,Concorrência,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",8,Atrasado
LIC-02110,Município 163,2020,Transporte escolar,117241.27,Tomada de Preços,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",8,Concluído
LIC-02111,Município 163,2021,Material didático,236912.71,Dispensa,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",5,Em execução
LIC-02112,Município 163,2022,Fornecimento de merenda,139308.47,Dispensa,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",8,Concluído
LIC-02113,Município 163,2021,Construção de escola,154323.24,Pregão,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",7,Em execução
LIC-02114,Município 163,2023,Serviços de consultoria,243580.33,Dispensa,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",5,Concluído
LIC-02115,Município 163,2021,Limpeza urbana,300135.48,Tomada de Preços,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",4,Em execução
LIC-02116,Município 163,2020,Pavimentação de via,185177.09,Concorrência,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",6,Concluído
LIC-02117,Município 163,2021,Serviços de consultoria,30000.0,Dispensa,Empresa Rio Engenharia,52.643.772/0001-62,Sócio 11,"Rua 11, 103",4,Atrasado
LIC-02118,Município 164,2021,Reforma de UBS,131754.76,Dispensa,Empresa Sul Engenharia,43.818.836/0001-99,Sócio 21,"Rua 21, 54",5,Concluído
LIC-02119,Município 164,2021,Serviços de consultoria,228171.72,Dispensa,Empresa Rio Engenharia,66.950.878/0001-85,Sócio 17,"Rua 17, 122",7,Em execução
LIC-02120,Município 164,2021,Reforma de UBS,317204.51,Pregão,Empresa Sul Engenharia,38.805.699/0001-80,Sócio 19,"Rua 19, 162",6,Concluído
LIC-02121,Município 164,2020,Material didático,74739.87,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",5,Concluído
LIC-02122,Município 164,2022,Material didático,168634.87,Pregão,Empresa Sol Soluções,23.119.597/0001-77,Sócio 2,"Rua 2, 67",8,Concluído
LIC-02123,Município 164,2021,Construção de escola,162862.2,Dispensa,Empresa Norte Serviços,33.395.898/0001-70,Sócio 1,"Rua 1, 398",6,Atrasado
LIC-02124,Município 164,2023,Aquisição de equipamentos,178239.39,Concorrência,Empresa Norte Construções,12.819.190/0001-68,Sócio 14,"Rua 14, 191",6,Em execução
LIC-02125,Município 164,2020,Pavimentação de via,165920.25,Tomada de Preços,Empresa Norte Construções,44.878.285/0001-76,Sócio 23,"Rua 23, 459",5,Concluído
LIC-02126,Município 164,2023,Construção de escola,104752.99,Tomada de Preços,Empresa Terra Engenharia,86.621.839/0001-57,Sócio 24,"Rua 24, 490",8,Em execução
LIC-02127,Município 164,2022,Fornecimento de merenda,301642.73,Concorrência,Empresa Sol Soluções,17.380.177/0001-62,Sócio 16,"Rua 16, 150",7,Concluído
LIC-02128,Município 164,2021,Transporte escolar,365209.95,Tomada de Preços,Empresa Terra Construções,37.314.755/0001-77,Sócio 7,"Rua 7, 44",7,Em execução
LIC-02129,Município 164,2020,Transporte escolar,255804.54,Tomada de Preços,Empresa Mar Engenharia,25.845.894/0001-41,Sócio 15,"Rua 15, 142",4,Concluído
LIC-02130,Município 164,2022,Fornecimento de merenda,100549.78,Concorrência,Empresa Sul Serviços,37.806.450/0001-81,Sócio 25,"Rua 25, 298",4,Em execução
LIC-02131,Município 164,2021,Limpeza urbana,213890.43,Pregão,Empresa Sul Soluções,64.132.607/0001-37,Sócio 6,"Rua 6, 392",4,Em execução
